Name;TOA (UTC+3);TOA (UTC+0);Illuminated;RTC;OBC On/Off;RM0 On/Off;RM1 On/Off;OSS On/Off;Sensors On/Off;SDR On/Off;N/A 0;N/A 1;Guard flag OBC;Guard flag RM0;Guard flag RM1;Guard flag OSS;Guard flag Sensors;Guard flag SDR;N/A 2;N/A 3;System Bus Voltage [mV];System Bus Current [mA];BA Charge [mA/h];Current on OBC [mA];Current on RM1 [mA];Current on RМ2 [mA];Current on OSS [mA];Current on Sensors [mA];Current on SDR [mA];Min Temp BA [C];Max Temp BA [C];Current from SP1 [mA];Current from SP2 [mA];Current from SP3 [mA];Current from SP4 [mA];Bus voltage SP;BA discharge On/Off 72;BA discharge On/Off 73;BA discharge On/Off 74;BA discharge On/Off 75;BA discharge On/Off 76;BA discharge On/Off 77;N/A 4;N/A 5;BA charge On/Off 72;BA charge On/Off 73;BA charge On/Off 74;BA charge On/Off 75;BA charge On/Off 76;BA charge On/Off 77;N/A 6;N/A 7;BA Charge %;Packet (HEX)
Polytech_U1;2022-08-23-15:36:07;2022-08-23-12:36:07;0;69020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-3;-2;0;0;0;0;75;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024a810863a62a5047ae70093ff0a9c0d01040091fe08000004000000fdfe00000000033c3c19
Polytech_U1;2022-08-23-15:36:07;2022-08-23-12:36:07;0;69020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-3;-2;0;0;0;0;75;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024a810863a62a5047ae70093ff0a9c0d01040091fe08000004000000fdfe00000000033c3c19
Polytech_U1;2022-08-23-15:36:07;2022-08-23-12:36:07;0;69020;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-3;-2;0;0;0;0;75;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024a810863a62a5047ae70093ff0a9c0d01040091fe08000004000000fdfe00000000033c3c19
Polytech_U1;2022-08-23-15:37:04;2022-08-23-12:37:04;0;69075;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-3;-2;0;0;0;0;75;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024f149863a62a60412e90093ff0ad30d01040091fe08000004000000fdfe00000000033c3c19
Polytech_U1;2022-08-23-15:37:04;2022-08-23-12:37:04;0;69075;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-3;-2;0;0;0;0;75;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024f149863a62a60412e90093ff0ad30d01040091fe08000004000000fdfe00000000033c3c19
Polytech_U1;2022-08-23-15:37:04;2022-08-23-12:37:04;0;69075;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-3;-2;0;0;0;0;75;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024f149863a62a60412e90093ff0ad30d01040091fe08000004000000fdfe00000000033c3c19
Polytech_U1;2022-08-23-16:09:07;2022-08-23-13:09:07;1;71003;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7400;450;800;0;0;60;0;0;0;-4;0;40;80;780;0;4900;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec024fecf8d3a62c804421f019fff0a5b15010400940908000003000000fc0002042700c43c3c32
Polytech_U1;2022-08-23-16:09:07;2022-08-23-13:09:07;1;71003;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7400;450;800;0;0;60;0;0;0;-4;0;40;80;780;0;4900;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec024fecf8d3a62c804421f019fff0a5b15010400940908000003000000fc0002042700c43c3c32
Polytech_U1;2022-08-23-16:09:07;2022-08-23-13:09:07;1;71003;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7400;450;800;0;0;60;0;0;0;-4;0;40;80;780;0;4900;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec024fecf8d3a62c804421f019fff0a5b15010400940908000003000000fc0002042700c43c3c32
Polytech_U1;2022-08-23-16:16:35;2022-08-23-13:16:35;1;71458;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7450;400;900;0;0;60;0;0;0;-3;0;360;40;300;140;4875;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;5;01027ec024dc958f3a62d004022c0196ff0a2217010400950809000003000000fd0012020f07c33c3c05
Polytech_U1;2022-08-23-16:16:35;2022-08-23-13:16:35;1;71458;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7450;400;900;0;0;60;0;0;0;-3;0;360;40;300;140;4875;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;5;01027ec024dc958f3a62d004022c0196ff0a2217010400950809000003000000fd0012020f07c33c3c05
Polytech_U1;2022-08-23-17:04:52;2022-08-23-14:04:52;0;74346;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;60;0;0;0;-4;-4;0;0;0;0;50;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0245cdf9a3a6203054a7d0193ff0a6a2201040091fe08000003000000fcfc00000000023c3c19
Polytech_U1;2022-08-23-17:04:52;2022-08-23-14:04:52;0;74346;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;60;0;0;0;-4;-4;0;0;0;0;50;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0245cdf9a3a6203054a7d0193ff0a6a2201040091fe08000003000000fcfc00000000023c3c19
Polytech_U1;2022-08-23-17:04:52;2022-08-23-14:04:52;0;74346;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;60;0;0;0;-4;-4;0;0;0;0;50;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0245cdf9a3a6203054a7d0193ff0a6a2201040091fe08000003000000fcfc00000000023c3c19
Polytech_U1;2022-08-23-17:05:51;2022-08-23-14:05:51;0;74401;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-5;-4;0;0;0;0;50;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024de189b3a620405e27e0193ff0aa12201040091fe08000004000000fbfc00000000023c3c19
Polytech_U1;2022-08-23-17:05:51;2022-08-23-14:05:51;0;74401;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-5;-4;0;0;0;0;50;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024de189b3a620405e27e0193ff0aa12201040091fe08000004000000fbfc00000000023c3c19
Polytech_U1;2022-08-23-17:05:51;2022-08-23-14:05:51;0;74401;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-5;-4;0;0;0;0;50;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024de189b3a620405e27e0193ff0aa12201040091fe08000004000000fbfc00000000023c3c19
Polytech_U1;2022-08-23-17:06:50;2022-08-23-14:06:50;0;74456;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-5;-4;0;0;0;0;50;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0240e519b3a6205057a800193ff0ad82201040091fe08000004000000fbfc00000000023c3c19
Polytech_U1;2022-08-23-17:06:50;2022-08-23-14:06:50;0;74456;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-5;-4;0;0;0;0;50;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0240e519b3a6205057a800193ff0ad82201040091fe08000004000000fbfc00000000023c3c19
Polytech_U1;2022-08-23-17:06:50;2022-08-23-14:06:50;0;74456;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-5;-4;0;0;0;0;50;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0240e519b3a6205057a800193ff0ad82201040091fe08000004000000fbfc00000000023c3c19
Polytech_U1;2022-08-23-17:36:13;2022-08-23-14:36:13;1;76214;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6950;-800;600;0;0;60;0;0;0;-8;0;0;0;400;0;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0244a2da23a622405e2b10196ff0ab6290104008bf006000003000000f80000001400c73c3c19
Polytech_U1;2022-08-23-17:36:53;2022-08-23-14:36:53;1;76269;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7200;150;600;0;0;60;0;0;0;-8;0;0;0;460;0;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0246266a23a6225057ab30196ff0aed29010400900306000003000000f80000001700c73c3c19
Polytech_U1;2022-08-23-17:37:06;2022-08-23-14:37:06;1;76269;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7200;150;600;0;0;60;0;0;0;-8;0;0;0;460;0;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0246266a23a6225057ab30196ff0aed29010400900306000003000000f80000001700c73c3c19
Polytech_U1;2022-08-23-17:37:06;2022-08-23-14:37:06;1;76269;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7200;150;600;0;0;60;0;0;0;-8;0;0;0;460;0;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0246266a23a6225057ab30196ff0aed29010400900306000003000000f80000001700c73c3c19
Polytech_U1;2022-08-23-17:37:51;2022-08-23-14:37:51;1;76324;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;200;600;0;0;60;0;0;0;-8;19;220;0;380;20;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024df9fa23a62260512b50196ff0a242a010400910406000003000000f8130b001301c73c3c19
Polytech_U1;2022-08-23-17:37:51;2022-08-23-14:37:51;1;76324;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;200;600;0;0;60;0;0;0;-8;19;220;0;380;20;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024df9fa23a62260512b50196ff0a242a010400910406000003000000f8130b001301c73c3c19
Polytech_U1;2022-08-23-17:37:51;2022-08-23-14:37:51;1;76324;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;200;600;0;0;60;0;0;0;-8;19;220;0;380;20;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024df9fa23a62260512b50196ff0a242a010400910406000003000000f8130b001301c73c3c19
Polytech_U1;2022-08-23-17:38:54;2022-08-23-14:38:54;1;76384;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;250;600;0;0;60;0;0;0;-8;0;340;0;240;0;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec02466d7a23a622705aab60196ff0a602a010400910506000003000000f80011000c00c73c3c19
Polytech_U1;2022-08-23-17:38:54;2022-08-23-14:38:54;1;76384;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;250;600;0;0;60;0;0;0;-8;0;340;0;240;0;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec02466d7a23a622705aab60196ff0a602a010400910506000003000000f80011000c00c73c3c19
Polytech_U1;2022-08-23-17:48:24;2022-08-23-14:48:24;1;76949;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7350;550;700;0;0;60;0;0;0;-7;0;680;20;160;20;5000;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec024840ea53a6231059ac60197ff0a952c010400930b07000003000000f90022010801c83c3c32
Polytech_U1;2022-08-23-17:49:21;2022-08-23-14:49:21;1;77003;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7350;450;700;0;0;60;0;0;0;-7;0;680;0;0;80;5000;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec0245647a53a62320532c80195ff0acb2c010400930907000003000000f90022000004c83c3c32
Polytech_U1;2022-08-23-17:49:21;2022-08-23-14:49:21;1;77003;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7350;450;700;0;0;60;0;0;0;-7;0;680;0;0;80;5000;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec0245647a53a62320532c80195ff0acb2c010400930907000003000000f90022000004c83c3c32
Polytech_U1;2022-08-23-17:49:21;2022-08-23-14:49:21;1;77003;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7350;450;700;0;0;60;0;0;0;-7;0;680;0;0;80;5000;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec0245647a53a62320532c80195ff0acb2c010400930907000003000000f90022000004c83c3c32
Polytech_U1;2022-08-23-17:50:08;2022-08-23-14:50:08;1;77063;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7350;400;700;0;0;60;0;0;0;-6;0;540;200;20;120;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec024de7fa53a623305cac90196ff0a072d010400930807000003000000fa001b0a0106c73c3c32
Polytech_U1;2022-08-23-17:50:08;2022-08-23-14:50:08;1;77063;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7350;400;700;0;0;60;0;0;0;-6;0;540;200;20;120;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec024de7fa53a623305cac90196ff0a072d010400930807000003000000fa001b0a0106c73c3c32
Polytech_U1;2022-08-23-17:50:21;2022-08-23-14:50:21;1;77063;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7350;400;700;0;0;60;0;0;0;-6;0;540;200;20;120;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec024de7fa53a623305cac90196ff0a072d010400930807000003000000fa001b0a0106c73c3c32
Polytech_U1;2022-08-23-17:56:54;2022-08-23-14:56:54;1;77458;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;150;700;0;0;60;0;0;0;-6;0;240;20;220;140;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec024030ca73a623a05f2d40197ff0a922e010400920307000003000000fa000c010b07c73c3c32
Polytech_U1;2022-08-23-17:56:54;2022-08-23-14:56:54;1;77458;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;150;700;0;0;60;0;0;0;-6;0;240;20;220;140;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec024030ca73a623a05f2d40197ff0a922e010400920307000003000000fa000c010b07c73c3c32
Polytech_U1;2022-08-23-17:56:54;2022-08-23-14:56:54;1;77458;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;150;700;0;0;60;0;0;0;-6;0;240;20;220;140;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec024030ca73a623a05f2d40197ff0a922e010400920307000003000000fa000c010b07c73c3c32
Polytech_U1;2022-08-23-17:57:50;2022-08-23-14:57:50;1;77513;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7350;300;700;0;0;60;0;0;0;-5;0;300;20;320;140;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec0248245a73a623b058ad60197ff0ac92e010400930607000003000000fb000f011007c73c3c32
Polytech_U1;2022-08-23-17:57:50;2022-08-23-14:57:50;1;77513;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7350;300;700;0;0;60;0;0;0;-5;0;300;20;320;140;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec0248245a73a623b058ad60197ff0ac92e010400930607000003000000fb000f011007c73c3c32
Polytech_U1;2022-08-23-17:57:50;2022-08-23-14:57:50;1;77513;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7350;300;700;0;0;60;0;0;0;-5;0;300;20;320;140;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;50;01027ec0248245a73a623b058ad60197ff0ac92e010400930607000003000000fb000f011007c73c3c32
Polytech_U1;2022-08-23-18:22:22;2022-08-23-15:22:22;0;78987;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;-150;800;0;0;80;0;0;0;-1;0;0;0;0;0;100;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024c806ad3a625505faff01a2ff0a8b3401040092fd08000004000000ff0000000000043c3c19
Polytech_U1;2022-08-23-18:22:22;2022-08-23-15:22:22;0;78987;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;-150;800;0;0;80;0;0;0;-1;0;0;0;0;0;100;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024c806ad3a625505faff01a2ff0a8b3401040092fd08000004000000ff0000000000043c3c19
Polytech_U1;2022-08-23-18:22:22;2022-08-23-15:22:22;0;78987;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;-150;800;0;0;80;0;0;0;-1;0;0;0;0;0;100;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024c806ad3a625505faff01a2ff0a8b3401040092fd08000004000000ff0000000000043c3c19
Polytech_U1;2022-08-23-18:23:22;2022-08-23-15:23:22;0;79042;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;-150;800;0;0;80;0;0;0;-1;0;0;0;0;0;100;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024ee3fad3a625605920102a2ff0ac23401040092fd08000004000000ff0000000000043c3c19
Polytech_U1;2022-08-23-18:23:22;2022-08-23-15:23:22;0;79042;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;-150;800;0;0;80;0;0;0;-1;0;0;0;0;0;100;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024ee3fad3a625605920102a2ff0ac23401040092fd08000004000000ff0000000000043c3c19
Polytech_U1;2022-08-23-18:24:08;2022-08-23-15:24:08;0;79102;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;-100;800;0;0;80;0;0;0;-1;0;0;0;0;0;100;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0245478ad3a6257052a0302a1ff0afe3401040092fe08000004000000ff0000000000043c3c19
Polytech_U1;2022-08-23-18:24:08;2022-08-23-15:24:08;0;79102;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;-100;800;0;0;80;0;0;0;-1;0;0;0;0;0;100;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0245478ad3a6257052a0302a1ff0afe3401040092fe08000004000000ff0000000000043c3c19
Polytech_U1;2022-08-23-18:24:22;2022-08-23-15:24:22;0;79102;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;-100;800;0;0;80;0;0;0;-1;0;0;0;0;0;100;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0245478ad3a6257052a0302a1ff0afe3401040092fe08000004000000ff0000000000043c3c19
Polytech_U1;2022-08-23-18:32:37;2022-08-23-15:32:37;0;79611;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-3;-2;0;0;0;0;75;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0241e76af3a626005821102a0ff0afb3601040091fe08000004000000fdfe00000000033c3c19
Polytech_U1;2022-08-23-18:32:37;2022-08-23-15:32:37;0;79611;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-3;-2;0;0;0;0;75;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0241e76af3a626005821102a0ff0afb3601040091fe08000004000000fdfe00000000033c3c19
Polytech_U1;2022-08-23-18:32:52;2022-08-23-15:32:52;0;79611;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-3;-2;0;0;0;0;75;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0241e76af3a626005821102a0ff0afb3601040091fe08000004000000fdfe00000000033c3c19
Polytech_U1;2022-08-23-18:33:37;2022-08-23-15:33:37;0;79666;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-3;-2;0;0;0;0;75;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0249daeaf3a6261051a1302a5ff0a323701040091fe08000004000000fdfe00000000033c3c19
Polytech_U1;2022-08-23-18:33:37;2022-08-23-15:33:37;0;79666;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-3;-2;0;0;0;0;75;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0249daeaf3a6261051a1302a5ff0a323701040091fe08000004000000fdfe00000000033c3c19
Polytech_U1;2022-08-23-18:33:37;2022-08-23-15:33:37;0;79666;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;-100;800;0;0;80;0;0;0;-3;-2;0;0;0;0;75;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0249daeaf3a6261051a1302a5ff0a323701040091fe08000004000000fdfe00000000033c3c19
Polytech_U1;2022-08-23-19:06:38;2022-08-23-16:06:38;1;81650;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;150;600;0;0;60;0;0;0;-9;0;0;60;420;0;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024b96eb73a628405e24a0297ff0af23e010400910306000003000000f70000031500c73c3c19
Polytech_U1;2022-08-23-19:06:38;2022-08-23-16:06:38;1;81650;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;150;600;0;0;60;0;0;0;-9;0;0;60;420;0;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024b96eb73a628405e24a0297ff0af23e010400910306000003000000f70000031500c73c3c19
Polytech_U1;2022-08-23-19:06:52;2022-08-23-16:06:52;1;81650;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;150;600;0;0;60;0;0;0;-9;0;0;60;420;0;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024b96eb73a628405e24a0297ff0af23e010400910306000003000000f70000031500c73c3c19
Polytech_U1;2022-08-23-19:07:37;2022-08-23-16:07:37;1;81705;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;200;600;0;0;60;0;0;0;-9;0;0;80;520;0;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024c4a7b73a6285057a4c0298ff0a293f010400910406000003000000f70000041a00c73c3c19
Polytech_U1;2022-08-23-19:07:37;2022-08-23-16:07:37;1;81705;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;200;600;0;0;60;0;0;0;-9;0;0;80;520;0;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024c4a7b73a6285057a4c0298ff0a293f010400910406000003000000f70000041a00c73c3c19
Polytech_U1;2022-08-23-19:07:37;2022-08-23-16:07:37;1;81705;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;200;600;0;0;60;0;0;0;-9;0;0;80;520;0;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024c4a7b73a6285057a4c0298ff0a293f010400910406000003000000f70000041a00c73c3c19
Polytech_U1;2022-08-23-19:08:37;2022-08-23-16:08:37;1;81760;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7000;-950;600;0;0;60;0;0;0;-9;0;20;100;580;20;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024d9dfb73a628605124e0297ff0a603f0104008ced06000003000000f70001051d01c73c3c19
Polytech_U1;2022-08-23-19:08:37;2022-08-23-16:08:37;1;81760;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7000;-950;600;0;0;60;0;0;0;-9;0;20;100;580;20;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024d9dfb73a628605124e0297ff0a603f0104008ced06000003000000f70001051d01c73c3c19
Polytech_U1;2022-08-23-19:08:37;2022-08-23-16:08:37;1;81760;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7000;-950;600;0;0;60;0;0;0;-9;0;20;100;580;20;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024d9dfb73a628605124e0297ff0a603f0104008ced06000003000000f70001051d01c73c3c19
Polytech_U1;2022-08-23-19:09:37;2022-08-23-16:09:37;1;81820;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;350;600;0;0;60;0;0;0;-8;0;0;100;660;20;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0249918b83a628705aa4f0297ff0a9c3f010400920706000003000000f80000052101c73c3c19
Polytech_U1;2022-08-23-19:09:37;2022-08-23-16:09:37;1;81820;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;350;600;0;0;60;0;0;0;-8;0;0;100;660;20;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0249918b83a628705aa4f0297ff0a9c3f010400920706000003000000f80000052101c73c3c19
Polytech_U1;2022-08-23-19:09:37;2022-08-23-16:09:37;1;81820;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;350;600;0;0;60;0;0;0;-8;0;0;100;660;20;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec0249918b83a628705aa4f0297ff0a9c3f010400920706000003000000f80000052101c73c3c19
Polytech_U1;2022-08-23-19:10:35;2022-08-23-16:10:35;1;81875;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;350;600;0;0;60;0;0;0;-8;0;0;80;580;20;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024a951b83a62880542510297ff0ad33f010400920706000003000000f80000041d01c73c3c19
Polytech_U1;2022-08-23-19:10:35;2022-08-23-16:10:35;1;81875;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;350;600;0;0;60;0;0;0;-8;0;0;80;580;20;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024a951b83a62880542510297ff0ad33f010400920706000003000000f80000041d01c73c3c19
Polytech_U1;2022-08-23-19:10:35;2022-08-23-16:10:35;1;81875;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;350;600;0;0;60;0;0;0;-8;0;0;80;580;20;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec024a951b83a62880542510297ff0ad33f010400920706000003000000f80000041d01c73c3c19
Polytech_U1;2022-08-23-19:13:21;2022-08-23-16:13:21;1;82044;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7250;0;600;0;0;60;0;0;0;-8;0;0;20;180;40;4975;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;25;01027ec02403fbb83a628b050a560297ff0a7c40010400910006000003000000f80000010902c73c3c19
